ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
9231,658,0.7181840987247182,45043,74,0,3,11814,11,4,Own,High School,Divorced,0,0.24263486
9232,798,0.1958420534506351,35197,43,3,2,2996,18,0,Own,Masters,Widowed,11,0.16644722
9233,575,0.6001885470742935,65368,78,2,16,4760,9,20,Mortgage,High School,Divorced,2,0.2423394
9234,704,0.4980306853096079,140781,64,8,15,8356,11,25,Rent,High School,Single,1,0.189248
9235,585,0.6496761725111171,189828,21,2,1,14547,12,5,Own,High School,Married,17,0.22607392
9236,381,0.7631032172917959,33317,44,6,2,3913,1,17,Rent,PhD,Widowed,10,0.16934662
9237,747,0.7155740376170054,198036,37,4,1,15004,8,3,Rent,PhD,Married,20,0.2315113
9238,626,0.8625270334176722,176896,25,7,2,8205,5,9,Own,Masters,Married,17,0.20176391
9239,612,0.30307983482540446,83788,74,5,9,17505,18,27,Rent,Masters,Married,10,0.24979942
9240,810,0.2368215682659236,58010,33,0,9,17365,13,20,Rent,PhD,Divorced,18,0.24213892
9241,727,0.6637043388076009,26269,35,8,19,2211,3,8,Mortgage,High School,Divorced,6,0.22392508
9242,730,0.5761147152025524,169300,83,8,0,17591,15,20,Mortgage,Masters,Single,0,0.20690267
9243,778,0.3752606243446155,111794,38,5,19,2402,12,19,Rent,Bachelor,Married,22,0.30176705
9244,427,0.8401101461596377,181725,46,6,17,16985,3,6,Rent,High School,Divorced,6,0.21165358
9245,688,0.7615904865582229,197429,67,6,6,7027,17,5,Own,Bachelor,Single,25,0.25478196
9246,315,0.3040928583514343,128979,72,9,15,14191,12,13,Rent,Masters,Widowed,9,0.15642412
9247,466,0.11959916984789598,89624,80,8,18,5923,7,23,Mortgage,PhD,Married,10,0.2704518
9248,835,0.6633346937208894,163367,45,7,14,17997,3,19,Own,Bachelor,Married,12,0.29804966
9249,721,0.5573417826529803,150015,51,8,19,3039,1,0,Own,High School,Single,22,0.19743441
9250,761,0.4265148887016076,157613,82,6,10,5255,14,6,Rent,PhD,Divorced,10,0.21714292
9251,588,0.209018782492307,91273,33,3,18,2224,1,29,Mortgage,Masters,Married,29,0.26056188
9252,332,0.7679890676800695,96540,78,7,11,4131,7,5,Rent,Masters,Married,26,0.20803517
9253,625,0.3215019628492737,188890,27,9,4,19475,18,13,Own,Bachelor,Divorced,27,0.24402423
9254,720,0.412535492790719,179040,84,7,7,1076,4,18,Mortgage,Bachelor,Divorced,11,0.23219742
9255,704,0.6343042683910431,84033,33,5,0,4187,2,2,Mortgage,High School,Widowed,20,0.0
9256,760,0.41492495107155336,21897,63,9,16,18507,19,26,Rent,Masters,Single,26,0.21208662
9257,837,0.9756465712939791,185977,43,8,8,12497,4,23,Rent,Bachelor,Widowed,18,0.18812092
9258,625,0.3430255672913024,148057,44,7,11,3052,15,15,Rent,High School,Divorced,17,0.20917706
9259,496,0.8960372748131985,106150,46,9,17,5309,4,22,Mortgage,Masters,Widowed,11,0.18885739
9260,669,0.8606154856501458,183427,76,0,17,16621,8,2,Rent,High School,Divorced,28,0.22798197
9261,509,0.9289093579231669,68840,72,0,18,10309,10,20,Rent,Masters,Widowed,14,0.21945694
9262,838,0.11595557267952206,28931,44,4,12,5042,11,9,Mortgage,PhD,Single,19,0.20287327
9263,466,0.17888559106302782,178072,43,8,8,5438,7,3,Own,Bachelor,Divorced,5,0.2122119
9264,652,0.08452347415986494,57559,43,3,4,17306,0,21,Rent,Masters,Single,9,0.16581942
9265,506,0.3114646736926988,40632,74,1,5,19223,15,14,Mortgage,High School,Divorced,18,0.22257511
9266,650,0.030795948570570886,67337,35,2,5,16942,1,26,Mortgage,PhD,Single,9,0.20571323
9267,574,0.8736327587964108,146679,21,0,2,6921,10,4,Mortgage,PhD,Married,22,0.23465022
9268,381,0.18500786062899321,70006,84,7,5,2234,15,2,Rent,Masters,Widowed,4,0.0
9269,528,0.6965009383062744,178956,89,7,7,3901,18,15,Own,High School,Single,25,0.26699144
9270,393,0.8506988823475241,74316,24,9,15,10861,0,27,Own,Bachelor,Single,17,0.26526332
9271,541,0.22855445810816488,69749,87,7,1,10237,17,4,Rent,High School,Divorced,9,0.1785282
9272,337,0.7765735064601157,48124,26,4,10,18610,0,23,Rent,PhD,Single,10,0.25093475
9273,377,0.3118321529168675,70640,44,5,18,4174,10,6,Mortgage,PhD,Widowed,2,0.1656667
9274,392,0.48890098769323487,83699,58,8,4,1994,4,4,Mortgage,Masters,Married,7,0.15257855
9275,656,0.8675533421143545,184388,23,2,0,15588,4,13,Rent,Masters,Divorced,16,0.1992709
9276,401,0.45167402642976784,134570,34,2,3,7571,19,13,Own,Bachelor,Divorced,5,0.27049524
9277,302,0.9063796079883595,115508,77,0,3,19761,2,21,Own,Bachelor,Divorced,20,0.34388265
9278,377,0.021449750547207325,173857,76,3,10,15707,1,18,Own,Bachelor,Single,4,0.20183793
9279,564,0.8801112024889567,75009,89,0,9,11048,7,11,Rent,Masters,Divorced,6,0.23486738
9280,607,0.1599097832120132,71347,45,3,4,2812,10,21,Rent,High School,Divorced,7,0.205431
9281,482,0.3507492983786966,87316,27,9,2,3035,17,20,Own,PhD,Single,26,0.2382785
9282,706,0.5392995906952212,146679,85,0,9,6120,13,8,Rent,Masters,Widowed,8,0.15223907
9283,790,0.10870705239726453,190039,88,2,16,13522,16,11,Mortgage,Bachelor,Widowed,10,0.20303056
9284,659,0.2702405368056925,108134,28,7,4,16135,19,10,Mortgage,Masters,Single,7,0.16663833
9285,710,0.13678608759884092,79373,18,4,19,8030,16,0,Own,PhD,Divorced,29,0.2367616
9286,559,0.6444555675166272,96703,40,4,4,4297,0,10,Mortgage,High School,Married,9,0.1921589
9287,484,0.21707543749168434,193130,70,9,3,16931,3,19,Mortgage,High School,Single,0,0.16260013
9288,819,0.13925874816195372,129823,31,3,9,15882,4,5,Own,Masters,Widowed,14,0.0
9289,602,0.9329066684528916,95103,24,9,10,5147,14,11,Rent,Bachelor,Married,19,0.26744312
9290,339,0.7150120999789583,120638,40,8,19,1718,12,13,Rent,Bachelor,Married,21,0.2753991
9291,495,0.10949458784464194,39700,82,0,13,19803,6,23,Rent,Bachelor,Single,19,0.20447297
9292,531,0.6813227025926849,127189,78,2,10,1499,13,4,Rent,Bachelor,Single,13,0.22210002
9293,413,0.4292934447488661,172045,73,9,13,10374,12,20,Rent,Masters,Married,1,0.19840255
9294,775,0.9727801299518013,90850,30,7,6,15023,18,22,Own,Masters,Widowed,19,0.202642
9295,849,0.17857831903966592,21163,30,3,1,12362,19,29,Rent,Bachelor,Divorced,19,0.2503941
9296,714,0.3646193567452577,93874,31,9,9,10154,14,1,Rent,Bachelor,Married,8,0.22482009
9297,441,0.11520393885243607,32552,25,4,13,15798,11,16,Own,Masters,Single,18,0.18396455
9298,389,0.5561736349637223,196059,63,8,4,5294,14,6,Own,Masters,Married,24,0.24833895
9299,819,0.07756818985619685,196969,24,1,5,19560,5,21,Own,Bachelor,Divorced,16,0.24222593
9300,812,0.2323430297060325,130448,60,1,6,18139,4,14,Mortgage,PhD,Divorced,26,0.21428132
9301,655,0.3726776761264593,183761,48,0,8,14398,19,20,Mortgage,Masters,Married,6,0.25062016
9302,542,0.9054766737545678,163435,66,3,3,3838,19,14,Own,High School,Married,1,0.24090281
9303,793,0.5552212607154848,75173,31,8,16,3744,4,20,Mortgage,Bachelor,Widowed,28,0.19623157
9304,658,0.014145525878947574,79865,46,1,9,12850,0,7,Own,Bachelor,Single,18,0.17961267
9305,681,0.06494075841259583,91356,84,3,1,5756,12,28,Mortgage,PhD,Widowed,27,0.19164543
9306,501,0.3732527753770698,114713,44,1,0,3466,6,8,Mortgage,High School,Divorced,1,0.18121076
9307,636,0.19087505055938248,26515,63,7,19,3331,15,2,Own,Masters,Widowed,20,0.16299458
9308,737,0.9515486963448482,155009,22,0,12,2237,7,18,Mortgage,Masters,Single,17,0.23194973
9309,783,0.6851335857052558,109998,80,0,13,16613,6,25,Own,Bachelor,Married,10,0.33433092
9310,811,0.7500379365052643,113560,30,2,11,19021,18,27,Mortgage,PhD,Divorced,1,0.2208999
9311,491,0.16500575667819994,55177,38,7,5,19476,8,11,Mortgage,PhD,Widowed,26,0.0
9312,468,0.27040353274459106,95297,50,3,4,15975,17,27,Own,Bachelor,Divorced,1,0.26568413
9313,306,0.5784116469897763,50154,25,4,1,3950,17,27,Rent,Bachelor,Married,4,0.24377652
9314,795,0.5936313386873351,124207,59,2,9,15286,11,15,Rent,PhD,Divorced,6,0.24128312
9315,722,0.28507581519044844,132770,22,4,15,18456,3,27,Mortgage,PhD,Widowed,4,0.0
9316,500,0.4023543140184991,78149,67,7,7,18551,14,13,Mortgage,Bachelor,Widowed,28,0.1990197
9317,817,0.4502330217130982,119884,36,6,15,4121,3,12,Mortgage,Masters,Divorced,14,0.20549555
9318,580,0.253063290831927,21736,64,8,10,1251,2,1,Own,Bachelor,Married,10,0.2717968
9319,713,0.41749435523676914,197213,43,9,3,2112,15,21,Rent,Bachelor,Married,24,0.30504495
9320,432,0.5530398373039082,142333,43,9,19,9574,15,1,Own,High School,Widowed,23,0.1891097
9321,837,0.05189529344058008,20036,24,1,17,3457,19,16,Own,Masters,Single,11,0.22259815
9322,549,0.5702731258179047,181405,82,2,5,19178,18,1,Rent,Bachelor,Single,6,0.2431594
9323,471,0.28364776759990284,116450,80,0,18,3966,1,7,Own,PhD,Single,11,0.22718246
9324,829,0.7447449729801957,121103,87,5,15,5697,8,17,Own,High School,Single,10,0.24040481
9325,776,0.9236231417996749,179376,27,6,19,8517,14,24,Mortgage,High School,Divorced,28,0.22844659
9326,734,0.6630834819412652,123569,39,6,11,12099,19,12,Own,Masters,Divorced,27,0.24255171
9327,373,0.5377150106238437,168499,84,1,13,14567,2,5,Mortgage,High School,Divorced,11,0.22237311
9328,780,0.5050654221852485,30604,80,5,9,7121,14,13,Rent,Masters,Widowed,28,0.0
9329,421,0.8654323720083141,184644,81,8,0,15343,6,4,Rent,Masters,Divorced,27,0.20670633
9330,725,0.3516457809123116,41254,71,5,8,13924,2,3,Own,Bachelor,Widowed,21,0.17332758
9331,326,0.026309600478715445,70109,32,2,4,19720,19,16,Mortgage,PhD,Widowed,11,0.1708185
9332,466,0.8395931663738427,122078,83,4,1,4928,7,22,Mortgage,Bachelor,Married,16,0.31570756
9333,704,0.8998481179369249,165394,85,4,1,5026,0,19,Own,PhD,Single,5,0.2512564
9334,462,0.4666168662108817,168829,60,1,8,6057,5,14,Own,PhD,Divorced,23,0.2728052
9335,830,0.585703397611426,20303,79,9,19,16947,6,10,Own,High School,Widowed,0,0.17267236
9336,443,0.2991210478013706,114310,27,2,1,14341,14,16,Mortgage,High School,Divorced,23,0.20647477
9337,516,0.3374554110915087,100877,24,2,2,10654,13,4,Own,Masters,Single,5,0.16944383
9338,451,0.4502146259776175,175213,79,7,10,14546,12,12,Mortgage,Bachelor,Single,21,0.27174962
9339,710,0.3365327787336261,113197,24,8,8,16807,11,28,Mortgage,PhD,Single,16,0.17636262
9340,552,0.9763182787627289,58914,86,6,0,1888,10,12,Own,Masters,Single,24,0.25995064
9341,452,0.8122835335719958,65949,72,6,12,15235,6,11,Own,High School,Divorced,0,0.25776875
9342,830,0.2946718460045141,125133,66,2,14,11101,15,4,Rent,High School,Married,17,0.20964955
9343,557,0.5273953047756774,126172,85,0,11,1769,8,5,Mortgage,High School,Married,23,0.25740305
9344,517,0.44907821930512737,137185,82,3,5,17659,12,18,Rent,Masters,Widowed,9,0.18172625
9345,474,0.9890372800591627,143944,32,3,16,14501,3,13,Rent,Masters,Widowed,18,0.17290746
9346,342,0.19294381691264928,135031,83,5,12,9315,14,22,Own,PhD,Single,9,0.23637019
9347,492,0.35780281582741835,126477,49,0,3,8583,13,26,Mortgage,Bachelor,Single,20,0.26801497
9348,546,0.3713713363004165,93369,51,7,4,4538,15,21,Own,Masters,Widowed,18,0.21021593
9349,504,0.6788980831223991,80725,34,3,6,14850,18,1,Mortgage,Bachelor,Divorced,9,0.24467039
9350,748,0.705213678473015,83726,75,3,5,10329,15,25,Own,Masters,Married,19,0.33610752
9351,597,0.23179616476483111,92844,30,9,17,12102,12,9,Own,High School,Married,2,0.1990088
9352,426,0.3538818849656573,192788,85,8,4,10658,6,20,Own,PhD,Widowed,17,0.22301602
9353,407,0.31121788352374913,151310,70,3,5,1013,18,3,Own,Bachelor,Divorced,8,0.28412503
9354,669,0.4437216723722114,123639,68,5,11,17474,4,1,Own,High School,Divorced,4,0.21143968
9355,647,0.05312850301595429,126195,77,9,1,13006,7,23,Own,Bachelor,Divorced,21,0.2962556
9356,446,0.3430865588095391,68248,79,0,8,3087,2,12,Own,Masters,Married,4,0.24636169
9357,562,0.4371534101176717,153780,60,1,4,7955,2,5,Mortgage,PhD,Married,19,0.23883393
9358,332,0.8486257327719406,22248,73,3,14,9078,5,20,Rent,PhD,Widowed,27,0.21101311
9359,837,0.520003256776836,84078,18,2,8,1994,1,15,Mortgage,Masters,Widowed,21,0.0
9360,611,0.9391321218263372,195721,70,2,12,12802,18,29,Mortgage,High School,Widowed,15,0.25711197
9361,721,0.5558419478745924,30762,44,8,5,15804,17,1,Rent,Masters,Single,10,0.18234381
9362,786,0.6552588458565753,59424,52,5,1,19933,0,29,Own,PhD,Married,22,0.33034223
9363,495,0.8999735602120658,158664,80,6,16,8525,9,20,Mortgage,Bachelor,Widowed,11,0.2739282
9364,749,0.12344829859291573,116098,20,3,11,6914,16,10,Rent,Masters,Divorced,4,0.20002092
9365,482,0.7961736055190067,95880,71,6,12,15530,3,1,Own,Masters,Single,21,0.20060465
9366,702,0.09894681039909847,111262,54,1,12,15245,14,5,Own,PhD,Widowed,11,0.1683413
9367,809,0.49331333667082033,96420,54,3,14,17141,12,5,Rent,Bachelor,Widowed,19,0.0
9368,843,0.9632702121480194,102064,64,1,3,18277,19,7,Mortgage,High School,Married,22,0.2521194
9369,739,0.9200493040464603,172079,72,1,0,12150,3,8,Mortgage,Masters,Married,14,0.22588207
9370,791,0.5686476477583238,91125,61,2,17,11498,3,22,Own,PhD,Divorced,28,0.28196374
9371,742,0.6608047329082257,43547,74,3,17,11515,1,11,Rent,PhD,Widowed,9,0.1700932
9372,447,0.7350160036383174,31086,56,7,7,8498,10,1,Own,PhD,Widowed,26,0.2007561
9373,410,0.16012860973631982,153036,50,0,1,1287,16,14,Own,Masters,Divorced,18,0.2636041
9374,632,0.2862327803812851,48177,63,9,4,11932,13,28,Mortgage,High School,Divorced,7,0.0
9375,406,0.32562359714542033,75695,51,8,8,10513,17,10,Rent,PhD,Married,0,0.2503673
9376,746,0.2638733823070347,171877,53,5,7,2952,12,18,Rent,Masters,Single,18,0.19563071
9377,788,0.5604079814524449,146702,21,5,12,2597,13,27,Own,Bachelor,Divorced,25,0.32514837
9378,310,0.8282408732023877,178790,54,3,3,19075,19,3,Rent,PhD,Divorced,9,0.25585353
9379,568,0.16350970920545993,179760,18,9,12,16242,13,16,Mortgage,High School,Married,23,0.18981154
9380,423,0.3351408035822758,174688,63,9,1,14742,10,17,Rent,PhD,Married,17,0.2536443
9381,653,0.49179699011177314,131078,39,9,0,16990,12,24,Rent,Masters,Single,10,0.19514854
9382,724,0.19155442519902888,88440,18,9,13,8135,15,10,Own,High School,Divorced,21,0.19748726
9383,769,0.8929645927290669,35734,50,6,15,18029,5,26,Own,PhD,Widowed,16,0.24216653
9384,546,0.5714186749122406,162353,73,5,19,2452,11,20,Rent,PhD,Married,14,0.2624499
9385,407,0.606932463450153,160197,40,6,1,5524,7,4,Mortgage,Bachelor,Divorced,12,0.20867711
9386,798,0.09614066309264391,100482,36,9,12,10796,5,12,Own,Masters,Married,6,0.19797811
9387,519,0.18719546238865303,38250,86,9,5,8205,3,8,Own,Bachelor,Divorced,13,0.24102749
9388,668,0.1684179943525198,90060,56,2,14,12455,15,5,Mortgage,PhD,Married,21,0.23899256
9389,827,0.7488760290487342,175647,83,6,14,2405,10,3,Own,PhD,Married,7,0.25853983
9390,605,0.6551085062316918,38856,27,3,15,5345,19,2,Mortgage,Masters,Married,17,0.21422237
9391,338,0.753853692340247,82578,61,5,15,10558,6,5,Rent,High School,Single,11,0.2261596
9392,506,0.1824843750634576,58030,54,5,9,1491,4,10,Mortgage,Bachelor,Married,27,0.2631291
9393,713,0.44691048628989916,186261,46,5,11,16300,4,6,Mortgage,PhD,Widowed,5,0.0
9394,549,0.05819047808121136,61175,27,8,1,16001,11,28,Rent,PhD,Married,16,0.2561068
9395,722,0.17191836304830888,36097,30,8,5,14054,8,19,Own,Bachelor,Widowed,22,0.18239377
9396,450,0.04845596534317531,178027,39,0,7,11661,11,23,Mortgage,PhD,Divorced,23,0.23635708
9397,453,0.38023884341292136,161520,60,6,9,2666,13,29,Rent,PhD,Married,7,0.262979
9398,825,0.8319998902151878,50390,21,1,2,14090,2,18,Mortgage,PhD,Single,22,0.23297875
9399,603,0.23008815081515743,77473,75,6,4,15475,18,19,Mortgage,High School,Widowed,21,0.15182701
9400,846,0.49704329738146413,55658,24,5,14,6439,2,24,Mortgage,Bachelor,Married,19,0.27733964
9401,679,0.579286316602197,124889,76,9,4,2098,9,8,Rent,Bachelor,Divorced,23,0.21494028
9402,348,0.5957372623635501,57881,55,3,18,19135,1,4,Rent,PhD,Single,3,0.23978537
9403,802,0.3023269968454739,50437,51,3,0,3181,11,14,Mortgage,PhD,Divorced,21,0.24821669
9404,671,0.25148454194795367,51186,60,3,11,3661,4,21,Mortgage,Bachelor,Married,2,0.26513243
9405,376,0.45926856558581264,96118,60,5,13,8901,8,23,Rent,Masters,Divorced,18,0.22144483
9406,810,0.7660040982849387,99085,24,9,0,19383,19,17,Mortgage,PhD,Married,26,0.20487592
9407,774,0.8076733807756435,35129,60,2,5,4547,11,10,Mortgage,High School,Married,17,0.24024643
9408,480,0.11719981179756189,62268,45,3,18,14003,11,21,Rent,Masters,Widowed,8,0.0
9409,385,0.038886517988083846,131349,78,8,5,16939,8,7,Own,PhD,Married,20,0.2555694
9410,483,0.2899204893777604,21417,71,6,14,13990,7,13,Mortgage,Masters,Divorced,10,0.20568459
9411,384,0.7982275401666247,191698,40,3,3,3118,14,13,Rent,PhD,Single,4,0.21179512
9412,696,0.9143472070657732,40924,89,5,7,19678,12,25,Mortgage,PhD,Widowed,6,0.18820132
9413,415,0.8005509159353612,120890,28,9,7,7078,6,19,Mortgage,Masters,Widowed,5,0.15290245
9414,612,0.11039869110340994,175052,24,7,8,6105,4,8,Rent,Masters,Single,22,0.0
9415,741,0.9537922367397819,165379,51,6,13,6866,9,10,Own,Bachelor,Single,22,0.26411808
9416,350,0.42240032497058655,121788,40,5,9,10125,1,17,Own,Masters,Married,16,0.22844195
9417,720,0.5257346410804502,34776,32,8,6,12264,10,20,Rent,PhD,Divorced,14,0.24559554
9418,593,0.4631156012112613,136407,84,4,10,15397,9,3,Rent,Bachelor,Married,5,0.22861074
9419,503,0.9137200973154762,125940,65,4,0,7294,11,11,Own,Masters,Single,11,0.2187702
9420,790,0.7634333605713062,126997,26,8,4,13542,6,21,Rent,PhD,Married,9,0.23299953
9421,478,0.7590508388923591,41838,34,7,15,1780,12,4,Own,Masters,Widowed,21,0.18105474
9422,389,0.8383004050742787,160749,74,1,4,1447,0,10,Rent,Bachelor,Single,10,0.21869303
9423,692,0.049574622591119555,153410,28,6,2,4825,2,29,Own,Bachelor,Divorced,5,0.26033285
9424,410,0.542131068379213,149347,71,5,13,13081,16,5,Own,High School,Married,27,0.29589903
9425,720,0.510517267902408,159821,60,5,14,5475,19,23,Rent,PhD,Widowed,7,0.18555121
9426,802,0.35245771496839795,63239,77,9,16,2866,6,28,Own,Masters,Married,12,0.31825873
9427,713,0.5704024036175847,179718,35,7,11,4442,16,15,Mortgage,Bachelor,Single,4,0.22266547
9428,661,0.46719764251149076,158706,44,4,18,7920,6,11,Own,Bachelor,Widowed,20,0.20442526
9429,423,0.5461589027359435,128203,78,6,5,3471,10,25,Own,Bachelor,Married,15,0.32893652
9430,710,0.7181781177331116,42219,50,1,3,18713,3,4,Rent,Masters,Married,28,0.19026203
9431,361,0.6825540988174004,29903,40,6,4,1824,1,18,Mortgage,High School,Widowed,14,0.15558569
9432,423,0.5786424591101789,192389,34,6,2,19572,7,27,Rent,High School,Widowed,7,0.18066432
9433,649,0.39581412044801234,129975,55,3,0,4593,2,2,Own,Bachelor,Married,16,0.24291703
9434,677,0.2185942020230468,27226,43,7,15,6588,13,9,Rent,PhD,Single,29,0.21035567
9435,655,0.9251717465488403,184988,35,2,1,16087,16,29,Mortgage,Masters,Widowed,12,0.21298152
9436,662,0.12514405230439152,57844,30,6,14,19275,7,17,Own,PhD,Married,10,0.27691758
9437,681,0.8821402829665586,89619,78,2,5,3374,6,5,Rent,High School,Divorced,15,0.21201506
9438,455,0.08299955346440036,139520,86,9,15,1588,1,9,Rent,PhD,Married,22,0.24949205
9439,531,0.4461045079717316,173622,64,3,3,4083,6,27,Mortgage,High School,Married,6,0.22150828
9440,359,0.891751759049548,138703,45,8,19,14575,19,18,Mortgage,Masters,Married,12,0.21211739
9441,363,0.19457490870312677,40247,68,1,17,7863,5,17,Own,High School,Widowed,27,0.17003445
9442,798,0.7435654297909727,112150,60,5,11,17100,13,27,Rent,Masters,Single,15,0.23403105
9443,424,0.06618444719971239,68230,62,8,14,3712,1,26,Mortgage,PhD,Divorced,2,0.20488293
9444,732,0.8571757009387163,57393,26,0,19,2672,16,20,Rent,Bachelor,Widowed,0,0.23315032
9445,454,0.010606315605916516,48776,67,7,10,9576,1,26,Own,High School,Widowed,24,0.15444358
9446,732,0.6339897914074963,140443,23,5,17,8459,6,29,Own,High School,Widowed,20,0.20925786
9447,472,0.5415073681931076,108697,72,0,8,4616,12,21,Rent,PhD,Widowed,21,0.19361381
9448,848,0.8455889998984665,187801,31,2,2,2657,10,23,Mortgage,Bachelor,Widowed,22,0.22802977
9449,644,0.5704192210470991,116588,45,6,5,13424,14,23,Rent,Bachelor,Divorced,1,0.2375072
9450,405,0.3663350463637062,75787,57,0,12,16542,8,4,Own,PhD,Married,12,0.26889294
9451,466,0.2326713802908128,42218,44,1,9,9622,2,12,Mortgage,Bachelor,Married,6,0.22697213
9452,774,0.3460388721782167,28759,39,6,7,7947,16,7,Own,Bachelor,Single,26,0.22329573
9453,704,0.3488094186807439,52214,24,1,6,5851,13,11,Mortgage,PhD,Divorced,2,0.24623293
9454,388,0.11597377906266415,62221,60,6,8,11214,17,4,Mortgage,PhD,Divorced,21,0.19490428
9455,536,0.9625776819946549,154976,54,6,4,4446,19,10,Rent,PhD,Widowed,23,0.19609399
9456,440,0.4300367054953158,105252,61,2,14,11234,2,6,Own,High School,Single,13,0.21135823
9457,832,0.13129517262590285,182780,45,3,12,3223,18,1,Own,Bachelor,Divorced,19,0.27539894
9458,836,0.03160767994621194,30946,22,4,15,11310,8,22,Mortgage,Bachelor,Divorced,27,0.22700118
9459,586,0.8546222086287525,98378,21,2,13,11188,12,4,Rent,Bachelor,Single,8,0.2338859
9460,757,0.6139878963852983,120115,83,9,6,18731,10,17,Mortgage,High School,Divorced,5,0.16827123
9461,486,0.7098191566722876,71069,30,1,16,7068,1,1,Own,High School,Married,23,0.2727583
9462,436,0.9706342600218143,60198,20,8,14,16504,16,12,Mortgage,Masters,Widowed,16,0.1545177
9463,733,0.1950599650521171,73410,69,9,14,16002,1,19,Rent,Masters,Married,15,0.20027839
9464,720,0.7579504397121718,158863,49,2,11,14067,16,7,Mortgage,Masters,Divorced,27,0.24660404
