employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,jobinvolvement,performancerating,surveydate,attrition,retirementdate,retirementtype,resignationreason,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,infodate
1827,3.0,3.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-07-14 00:00:00,Resignation,Stress,26,Travel_Frequently,Research & Development,22,4,Other,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,2016-12-31 00:00:00
1849,4.0,2.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-10-13 00:00:00,Resignation,Stress,35,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,2015-12-31 00:00:00
1849,4.0,2.0,3.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-10-13 00:00:00,Resignation,Stress,35,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,2016-12-31 00:00:00
1849,4.0,2.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-10-13 00:00:00,Resignation,Stress,35,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,2015-12-31 00:00:00
1849,4.0,2.0,3.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-10-13 00:00:00,Resignation,Stress,35,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900,1.0,13,1,10.0,2,10,7,2016-12-31 00:00:00
1858,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-14 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2015-12-31 00:00:00
1858,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-11-14 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2016-12-31 00:00:00
1858,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-14 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2015-12-31 00:00:00
1858,2.0,3.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-11-14 00:00:00,Resignation,Others,29,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160,6.0,12,0,5.0,2,3,0,2016-12-31 00:00:00
1869,1.0,4.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Fired,Activo,32,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,2015-12-31 00:00:00
1869,1.0,4.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-05-25 00:00:00,Fired,Activo,32,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,2016-12-31 00:00:00
1869,1.0,4.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Fired,Activo,32,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,2015-12-31 00:00:00
1869,1.0,4.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-05-25 00:00:00,Fired,Activo,32,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410,1.0,15,1,1.0,5,1,0,2016-12-31 00:00:00
1873,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Stress,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,2015-12-31 00:00:00
1873,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Stress,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,2016-12-31 00:00:00
1873,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Stress,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,2015-12-31 00:00:00
1873,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-23 00:00:00,Resignation,Stress,58,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530,9.0,11,0,3.0,3,1,0,2016-12-31 00:00:00
1875,3.0,3.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-08 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2015-12-31 00:00:00
1875,3.0,3.0,2.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-02-08 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2016-12-31 00:00:00
1875,3.0,3.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-08 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2015-12-31 00:00:00
1875,3.0,3.0,2.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-02-08 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960,1.0,12,0,2.0,6,2,0,2016-12-31 00:00:00
1876,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-17 00:00:00,Fired,Activo,21,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,2015-12-31 00:00:00
1876,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-17 00:00:00,Fired,Activo,21,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,2016-12-31 00:00:00
1876,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-17 00:00:00,Fired,Activo,21,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,2015-12-31 00:00:00
1876,4.0,4.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-17 00:00:00,Fired,Activo,21,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000,1.0,13,1,1.0,2,1,0,2016-12-31 00:00:00
1879,2.0,3.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-30 00:00:00,Resignation,Stress,22,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2015-12-31 00:00:00
1879,2.0,3.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-30 00:00:00,Resignation,Stress,22,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2016-12-31 00:00:00
1879,2.0,3.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-30 00:00:00,Resignation,Stress,22,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2015-12-31 00:00:00
1879,2.0,3.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-30 00:00:00,Resignation,Stress,22,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900,0.0,13,0,4.0,3,3,0,2016-12-31 00:00:00
1880,2.0,4.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Others,41,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,2015-12-31 00:00:00
1880,2.0,4.0,2.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Others,41,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,2016-12-31 00:00:00
1880,2.0,4.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Others,41,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,2015-12-31 00:00:00
1880,2.0,4.0,2.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-05-05 00:00:00,Resignation,Others,41,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570,4.0,11,0,10.0,3,7,1,2016-12-31 00:00:00
1882,4.0,1.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-15 00:00:00,Resignation,Stress,39,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2015-12-31 00:00:00
1882,4.0,1.0,1.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-15 00:00:00,Resignation,Stress,39,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2016-12-31 00:00:00
1882,4.0,1.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-15 00:00:00,Resignation,Stress,39,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2015-12-31 00:00:00
1882,4.0,1.0,1.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-15 00:00:00,Resignation,Stress,39,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960,7.0,11,0,8.0,3,2,2,2016-12-31 00:00:00
1896,3.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-08 00:00:00,Resignation,Others,25,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,2015-12-31 00:00:00
1896,3.0,2.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-06-08 00:00:00,Resignation,Others,25,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,2016-12-31 00:00:00
1896,3.0,2.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-08 00:00:00,Resignation,Others,25,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,2015-12-31 00:00:00
1896,3.0,2.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-06-08 00:00:00,Resignation,Others,25,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120,1.0,15,1,1.0,3,1,0,2016-12-31 00:00:00
1901,4.0,2.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,19,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,2015-12-31 00:00:00
1901,4.0,2.0,4.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,19,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,2016-12-31 00:00:00
1901,4.0,2.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,19,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,2015-12-31 00:00:00
1901,4.0,2.0,4.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-03-26 00:00:00,Resignation,Others,19,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640,1.0,15,1,1.0,3,1,0,2016-12-31 00:00:00
1902,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-24 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,2015-12-31 00:00:00
1902,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-24 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,2016-12-31 00:00:00
1902,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-24 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,2015-12-31 00:00:00
1902,1.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-24 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070,1.0,11,0,1.0,2,1,0,2016-12-31 00:00:00
1906,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-23 00:00:00,Resignation,Salary,36,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,2015-12-31 00:00:00
1906,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-05-23 00:00:00,Resignation,Salary,36,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,2016-12-31 00:00:00
1906,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-23 00:00:00,Resignation,Salary,36,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,2015-12-31 00:00:00
1906,3.0,4.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-05-23 00:00:00,Resignation,Salary,36,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320,1.0,12,1,16.0,2,16,3,2016-12-31 00:00:00
1908,1.0,3.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-20 00:00:00,Resignation,Salary,37,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,2015-12-31 00:00:00
1908,1.0,3.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-20 00:00:00,Resignation,Salary,37,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,2016-12-31 00:00:00
1908,1.0,3.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-10-20 00:00:00,Resignation,Salary,37,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,2015-12-31 00:00:00
1908,1.0,3.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-10-20 00:00:00,Resignation,Salary,37,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720,5.0,14,0,17.0,3,14,11,2016-12-31 00:00:00
1913,4.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-07 00:00:00,Resignation,Salary,58,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,2015-12-31 00:00:00
1913,4.0,3.0,3.0,2016-12-31 00:00:00,1,3,2015-12-31 00:00:00,Yes,2016-12-07 00:00:00,Resignation,Salary,58,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,2016-12-31 00:00:00
1913,4.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-07 00:00:00,Resignation,Salary,58,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,2015-12-31 00:00:00
1913,4.0,3.0,3.0,2016-12-31 00:00:00,1,3,2016-12-31 00:00:00,Yes,2016-12-07 00:00:00,Resignation,Salary,58,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570,4.0,14,1,7.0,2,1,0,2016-12-31 00:00:00
1919,2.0,2.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-29 00:00:00,Resignation,Stress,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,2015-12-31 00:00:00
1919,2.0,2.0,2.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-07-29 00:00:00,Resignation,Stress,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,2016-12-31 00:00:00
1919,2.0,2.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-29 00:00:00,Resignation,Stress,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,2015-12-31 00:00:00
1919,2.0,2.0,2.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-07-29 00:00:00,Resignation,Stress,40,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450,4.0,15,0,22.0,2,1,0,2016-12-31 00:00:00
1922,3.0,1.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2015-12-31 00:00:00
1922,3.0,1.0,3.0,2016-12-31 00:00:00,3,4,2015-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2016-12-31 00:00:00
1922,3.0,1.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2015-12-31 00:00:00
1922,3.0,1.0,3.0,2016-12-31 00:00:00,3,4,2016-12-31 00:00:00,Yes,2016-05-18 00:00:00,Resignation,Stress,31,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930,0.0,21,0,4.0,2,3,1,2016-12-31 00:00:00
1924,4.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-12 00:00:00,Resignation,Stress,29,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,2015-12-31 00:00:00
1924,4.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-11-12 00:00:00,Resignation,Stress,29,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,2016-12-31 00:00:00
1924,4.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-12 00:00:00,Resignation,Stress,29,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,2015-12-31 00:00:00
1924,4.0,1.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-11-12 00:00:00,Resignation,Stress,29,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230,6.0,11,1,3.0,2,0,0,2016-12-31 00:00:00
1933,1.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,30,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,2015-12-31 00:00:00
1933,1.0,3.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,30,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,2016-12-31 00:00:00
1933,1.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,30,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,2015-12-31 00:00:00
1933,1.0,3.0,3.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-08-18 00:00:00,Resignation,Salary,30,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000,4.0,12,0,7.0,5,5,0,2016-12-31 00:00:00
1938,3.0,2.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,35,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2015-12-31 00:00:00
1938,3.0,2.0,1.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,35,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2016-12-31 00:00:00
1938,3.0,2.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,35,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2015-12-31 00:00:00
1938,3.0,2.0,1.0,2016-12-31 00:00:00,2,3,2016-12-31 00:00:00,Yes,2016-02-18 00:00:00,Resignation,Others,35,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700,1.0,13,3,5.0,1,4,0,2016-12-31 00:00:00
1944,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-16 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,2015-12-31 00:00:00
1944,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-06-16 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,2016-12-31 00:00:00
1944,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-16 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,2015-12-31 00:00:00
1944,4.0,1.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-06-16 00:00:00,Resignation,Others,20,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970,1.0,17,1,1.0,3,1,0,2016-12-31 00:00:00
1945,2.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Stress,30,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2015-12-31 00:00:00
1945,2.0,2.0,3.0,2016-12-31 00:00:00,3,3,2015-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Stress,30,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2016-12-31 00:00:00
1945,2.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Stress,30,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2015-12-31 00:00:00
1945,2.0,2.0,3.0,2016-12-31 00:00:00,3,3,2016-12-31 00:00:00,Yes,2016-04-16 00:00:00,Resignation,Stress,30,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,191440,0.0,11,0,4.0,3,3,1,2016-12-31 00:00:00
1957,1.0,2.0,1.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-05-16 00:00:00,Resignation,Others,37,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,2015-12-31 00:00:00
1957,1.0,2.0,1.0,2016-12-31 00:00:00,4,3,2015-12-31 00:00:00,Yes,2016-05-16 00:00:00,Resignation,Others,37,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,2016-12-31 00:00:00
1957,1.0,2.0,1.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-05-16 00:00:00,Resignation,Others,37,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,2015-12-31 00:00:00
1957,1.0,2.0,1.0,2016-12-31 00:00:00,4,3,2016-12-31 00:00:00,Yes,2016-05-16 00:00:00,Resignation,Others,37,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850,5.0,11,1,15.0,2,1,0,2016-12-31 00:00:00
1961,2.0,1.0,3.0,2016-12-31 00:00:00,2,3,2015-12-31 00:00:00,Yes,2016-10-09 00:00:00,Resignation,Others,26,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250,8.0,17,1,7.0,4,2,2,2015-12-31 00:00:00
